City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,ifrane,33.3333,-5.25,283.39,58,68,1.17,MA,1683863240
362,san antonio de pale,-1.4014,5.6325,301.17,80,93,4.96,GQ,1683863241
363,hithadhoo,-0.6,73.0833,301.77,75,100,7.37,MV,1683863242
364,kone,-21.0595,164.8658,298.82,60,100,3.6,NC,1683863242
365,khandyga,62.6667,135.6,279.07,58,100,1.85,RU,1683863243
366,acapulco de juarez,16.8634,-99.8901,302.05,70,20,1.54,MX,1683863244
367,nahiyat ash shinafiyah,31.5874,44.6602,303.42,14,0,3.75,IQ,1683863245
368,holualoa,19.6228,-155.9522,298.06,80,40,3.09,US,1683863245
369,gao,16.6362,1.637,304.03,14,48,4.56,ML,1683863247
370,gowurdak,37.8124,66.0466,300.29,27,9,4.2,TM,1683863247
371,shingu,33.7333,135.9833,293.31,50,24,2.59,JP,1683863250
372,kismayo,-0.3582,42.5454,300.09,82,92,4.78,SO,1683863251
373,motueka,-41.1333,173.0167,287.65,63,2,1.97,NZ,1683863252
374,taltal,-25.4,-70.4833,289.67,83,22,1.22,CL,1683863252
375,ulladulla,-35.35,150.4667,294.69,52,15,3.49,AU,1683863253
376,yemetsk,63.4721,41.7941,281.69,76,98,2.47,RU,1683863254
377,maksatikha,57.797,35.8825,284.72,62,98,2.06,RU,1683863255
378,mokhsogollokh,61.4681,128.9203,277.89,36,100,3.31,RU,1683863255
379,jonquiere,48.4165,-71.2488,284.82,55,93,5.66,CA,1683863258
380,laela,-8.5667,32.05,287.28,94,63,0.8,TZ,1683863259
381,kalmunai,7.4167,81.8167,302.73,74,98,0.68,LK,1683863260
382,kristiansund,63.1115,7.732,282.51,93,100,0.0,NO,1683863260
383,port saint john's,-31.6229,29.5448,293.19,74,100,4.87,ZA,1683863261
384,yeniseysk,58.4497,92.1703,279.88,65,100,4.7,RU,1683863262
385,kudahuvadhoo,2.6708,72.8944,301.2,78,98,8.07,MV,1683863262
386,monteros,-27.1674,-65.4983,292.01,66,100,0.05,AR,1683863263
387,kamianske,48.5113,34.6021,282.18,70,2,2.5,UA,1683863020
388,gereshk,31.8209,64.5701,304.91,13,35,1.5,AF,1683863265
389,korla,41.7597,86.1469,296.67,11,76,6.37,CN,1683863265
390,kerikeri,-35.2268,173.9474,289.77,63,12,1.34,NZ,1683863266
391,wenchang,30.904,118.4887,296.75,48,44,3.02,CN,1683863267
392,tocache,-8.1842,-76.5125,293.36,99,49,0.3,PE,1683863267
393,rundu,-17.9333,19.7667,286.86,43,7,2.23,NA,1683863268
394,zouerate,22.7187,-12.4521,302.15,24,85,4.5,MR,1683863269
395,igarka,67.4667,86.5833,263.38,79,89,8.16,RU,1683863269
396,sortavala,61.7053,30.6918,283.2,59,12,2.82,RU,1683863270
397,xinyuan,37.3,99.0,276.38,40,71,2.39,CN,1683863271
398,kzyltu,53.6364,72.3414,285.1,45,18,4.34,KZ,1683863271
399,ceeldheer,3.8488,47.1806,300.07,83,56,7.32,SO,1683863272
400,iskateley,67.6803,53.1512,273.75,100,100,2.87,RU,1683863273
401,tomohon,1.3346,124.8392,300.67,76,80,1.81,ID,1683863274
402,salahonda,2.1019,-78.7217,300.53,79,16,1.67,CO,1683863275
403,saldanha,-33.0117,17.9442,284.18,70,28,13.25,ZA,1683863276
404,peruibe,-24.32,-46.9983,292.43,84,98,1.68,BR,1683863277
405,mount isa,-20.7333,139.5,301.02,24,0,5.66,AU,1683863278
406,mahibadhoo,3.7833,72.9667,300.86,81,100,7.33,MV,1683863278
407,nagqu,31.5,92.0,272.7,38,100,2.97,CN,1683863279
408,talnakh,69.4865,88.3972,259.38,80,51,4.79,RU,1683863280
409,ulety,51.3572,112.4849,286.66,16,2,3.14,RU,1683863281
410,morehead city,34.7229,-76.726,294.27,75,0,4.63,US,1683863281
411,juan griego,11.0817,-63.9655,299.22,94,75,7.2,VE,1683863282
412,nishinoomote,30.7333,131.0,294.46,77,75,3.6,JP,1683863283
413,saint-denis,48.9167,2.3333,284.42,84,0,2.57,FR,1683863093
414,lai chau,22.3997,103.4517,296.81,79,90,1.2,VN,1683863284
415,louis trichardt,-23.0439,29.9032,287.77,63,0,0.95,ZA,1683863049
416,tashla,51.7716,52.7427,283.82,96,100,2.44,RU,1683863286
417,kruisfontein,-34.0033,24.7314,286.97,73,100,7.23,ZA,1683863287
418,aguazul,5.1728,-72.5471,295.88,94,100,1.05,CO,1683863288
419,nyurba,63.2842,118.3319,281.1,40,12,3.69,RU,1683863288
420,nova xavantina,-14.6667,-52.35,294.2,72,83,1.13,BR,1683863289
421,zhangjiakou shi xuanhua qu,40.6103,115.0447,296.6,22,62,4.14,CN,1683863290
422,bodo,67.28,14.405,280.25,98,100,4.12,NO,1683863290
423,al ghayzah,16.2079,52.176,301.29,65,27,1.79,YE,1683863168
424,fort frances,48.5999,-93.4003,292.27,48,0,2.06,CA,1683863292
425,angra do heroismo,38.65,-27.2167,290.44,88,75,2.18,PT,1683863293
426,inhambane,-23.865,35.3833,293.21,89,0,2.69,MZ,1683863294
427,hondarribia,43.372,-1.7945,285.18,92,75,3.09,ES,1683863295
428,labytnangi,66.6572,66.4183,266.14,93,98,2.24,RU,1683863044
429,port augusta,-32.5,137.7667,293.54,41,7,3.93,AU,1683863296
430,gusinoozyorsk,51.2833,106.5,283.22,43,50,5.67,RU,1683863297
431,peace river,56.2501,-117.286,290.32,63,75,2.06,CA,1683863005
432,birao,10.2849,22.7882,300.31,61,97,1.52,CF,1683863298
433,taksimo,56.3444,114.8794,281.7,28,5,1.01,RU,1683863299
434,aras-asan,8.8908,126.3033,302.65,67,100,2.41,PH,1683863299
435,misawa,40.6836,141.3597,287.09,48,39,2.88,JP,1683863300
436,la huacana,18.9667,-101.8167,298.48,74,48,1.54,MX,1683863301
437,kerman,30.2832,57.0788,290.07,34,0,2.06,IR,1683863302
438,gebeit,21.0667,36.3167,301.78,12,0,1.83,SD,1683863302
439,laguna paiva,-31.3039,-60.6589,286.45,82,9,0.89,AR,1683863303
440,nampula,-15.1165,39.2666,294.12,94,75,2.24,MZ,1683863304
441,naze,28.3667,129.4833,296.66,61,15,4.54,JP,1683863304
442,aegina,37.7467,23.4275,288.26,70,7,4.43,GR,1683863308
443,christchurch,-43.5333,172.6333,288.33,68,69,6.17,NZ,1683863055
444,al jubayl,27.0112,49.6583,301.54,53,8,1.62,SA,1683863171
445,sonoita,31.85,-112.8333,294.92,26,4,2.2,MX,1683863310
446,quimili,-27.6333,-62.4167,287.98,70,1,3.51,AR,1683863311
447,tomarza,38.4472,35.7992,279.95,60,100,0.81,TR,1683863311
448,barcelos,41.5388,-8.6151,286.4,89,9,2.81,PT,1683863314
449,narvik,68.4384,17.4272,281.14,96,100,2.76,NO,1683863015
450,anina,45.0794,21.8569,282.68,70,100,8.08,RO,1683863316
451,port hedland,-20.3167,118.5667,304.18,9,5,8.75,AU,1683863318
452,san clemente del tuyu,-36.3569,-56.7235,286.57,65,33,2.81,AR,1683863319
453,santyoku,37.4406,129.1708,292.63,59,100,2.62,KR,1683863319
454,bou ismail,36.6426,2.6901,285.97,83,62,2.53,DZ,1683863321
455,novofedorivka,46.1713,32.3178,283.22,63,6,3.96,UA,1683863322
456,coyah,9.75,-13.4167,299.68,88,63,0.86,GN,1683863323
457,port macquarie,-31.4333,152.9167,295.31,62,1,3.72,AU,1683863324
458,slave lake,55.2834,-114.769,287.14,82,100,1.54,CA,1683863324
459,thabazimbi,-24.5917,27.4116,287.24,54,0,0.52,ZA,1683863325
460,sodankyla,67.4167,26.6,275.7,100,100,1.83,FI,1683863327
461,san luis de la loma,17.2706,-100.8939,300.55,78,91,0.97,MX,1683863327
462,palmer,42.1584,-72.3287,289.8,72,40,0.0,US,1683863328
463,inyati,-19.6756,28.8469,284.58,66,1,2.42,ZW,1683863329
464,lapeer,43.0514,-83.3188,291.42,77,0,0.0,US,1683863329
465,hiratacho,35.4333,132.8167,296.13,33,75,4.63,JP,1683863330
466,midvagur,62.0511,-7.1939,281.61,87,100,0.51,FO,1683863331
467,mutuali,-14.8706,37.0044,290.18,87,88,0.71,MZ,1683863332
468,kasama,-10.2129,31.1808,286.26,98,73,1.5,ZM,1683863332
469,kyren,51.6828,102.1408,290.35,38,45,2.49,RU,1683863333
470,essaouira,31.5125,-9.77,289.87,82,10,3.6,MA,1683863334
471,cam ranh,11.9214,109.1591,307.13,55,20,3.6,VN,1683863337
472,axim,4.8699,-2.2405,300.04,84,100,1.71,GH,1683863338
473,barclayville,4.6797,-8.2339,298.64,92,100,1.33,LR,1683863339
474,nsanje,-16.92,35.262,291.16,96,0,0.06,MW,1683863339
475,imbituba,-28.24,-48.6703,287.59,81,43,4.88,BR,1683863341
476,kaa-khem,51.6833,94.7333,289.74,33,95,0.99,RU,1683863341
477,kuta,-8.7233,115.1723,303.15,74,40,9.39,ID,1683863342
478,upata,8.0086,-62.3989,297.15,79,83,2.98,VE,1683863343
479,ilhabela,-23.7781,-45.3581,293.16,85,61,2.22,BR,1683863344
480,lazaro cardenas,17.9583,-102.2,300.56,74,100,3.17,MX,1683863344
481,kennebunk,43.384,-70.5448,289.2,78,0,1.54,US,1683863346
482,bratsk,56.1325,101.6142,281.42,53,100,4.77,RU,1683863075
483,smolyaninovo,43.2956,132.4675,288.85,40,100,4.06,RU,1683863348
484,miyaly,48.8844,53.7836,287.45,65,71,7.12,KZ,1683863348
485,nadym,65.5333,72.5167,265.93,75,46,2.77,RU,1683863349
486,harnai,30.1005,67.9374,306.18,9,0,1.31,PK,1683863350
487,samfya,-11.3649,29.5565,286.94,82,4,2.48,ZM,1683863152
488,porbandar,21.6422,69.6093,305.28,50,1,5.58,IN,1683863351
489,xiongzhou,25.1167,114.3,295.15,80,96,1.56,CN,1683863352
490,ust'-ilimsk,58.0006,102.6619,285.39,38,99,4.61,RU,1683863353
491,shimoda,34.6667,138.95,292.65,67,76,3.98,JP,1683863353
492,quellon,-43.1167,-73.6167,286.29,94,100,1.54,CL,1683863354
493,vangaindrano,-23.35,47.6,294.91,94,100,1.37,MG,1683863355
494,brookings,44.3114,-96.7984,293.15,87,0,4.12,US,1683863355
495,san pedro,14.35,121.0167,305.72,66,75,3.09,PH,1683863356
496,sriramnagar,17.2665,78.2554,307.63,29,42,3.44,IN,1683863357
497,urucara,-2.5364,-57.76,296.02,99,99,0.28,BR,1683863358
498,severnoye,56.3491,78.3619,279.63,44,7,4.83,RU,1683863358
499,el calafate,-50.3408,-72.2768,279.68,85,52,4.76,AR,1683863359
500,meadow lake,34.8014,-106.5436,292.66,28,5,2.05,US,1683863360
501,debre sina,9.85,39.7667,286.97,79,85,0.93,ET,1683863360
502,tarawa,1.419,172.984,305.2,70,20,4.12,KI,1683863361
503,tot'ma,59.9747,42.7642,286.29,59,100,2.59,RU,1683863362
504,russkiy,43.0147,131.8642,289.07,90,100,5.07,RU,1683863362
505,usinsk,65.9939,57.5281,273.48,100,100,6.46,RU,1683863363
506,saa,4.3667,11.45,293.98,100,98,0.62,CM,1683863364
507,cole harbour,44.6724,-63.4751,279.86,91,7,3.09,CA,1683863364
508,demba,-5.51,22.2667,292.63,79,37,1.07,CD,1683863365
509,fortuna,40.5982,-124.1573,285.18,89,100,3.6,US,1683863366
510,clifton,40.8584,-74.1638,295.84,53,0,4.63,US,1683863243
511,koh kong,11.6175,102.9806,304.14,64,81,2.42,KH,1683863367
512,quepos,9.4236,-84.1652,300.77,81,51,0.63,CR,1683863368
513,sungai penuh,-2.0833,101.3833,300.45,60,63,1.12,ID,1683863369
514,wuhai,39.6647,106.8122,294.8,17,0,5.84,CN,1683863369
515,bukama,-9.2,25.85,290.63,75,5,1.16,CD,1683863370
516,tommot,58.9564,126.2925,273.99,96,100,2.27,RU,1683863372
517,north ward,-19.2454,146.8075,301.1,54,100,8.75,AU,1683863373
518,carutapera,-1.195,-46.02,297.68,93,23,1.83,BR,1683863374
519,haiku-pauwela,20.9219,-156.3051,299.16,56,20,9.77,US,1683863374
520,ormara,25.2088,64.6357,302.55,71,35,7.11,PK,1683863375
521,lesnikovo,55.2822,65.3175,284.11,41,52,4.22,RU,1683863376
522,chibougamau,49.9168,-74.3659,285.94,58,75,1.03,CA,1683863377
523,selfoss,63.9331,-20.9971,282.06,97,100,9.24,IS,1683863377
524,cururupu,-1.8283,-44.8683,296.35,97,25,0.88,BR,1683863378
525,misratah,32.3754,15.0925,291.65,74,0,4.88,LY,1683863105
526,anna regina,7.2644,-58.5077,297.79,90,98,2.58,GY,1683863380
527,avsyunino,55.5652,39.1232,282.94,84,20,2.04,RU,1683863381
528,wynne,35.2245,-90.7868,293.93,97,100,3.85,US,1683863382
529,barntrup,51.9904,9.1164,284.6,96,99,1.57,DE,1683863382
530,la paz,-16.5,-68.15,280.69,70,75,2.06,BO,1683863088
531,aykhal,66.0,111.5,273.87,100,100,8.38,RU,1683863384
532,howrah,22.5892,88.3103,305.15,79,75,3.6,IN,1683863384
533,calchaqui,-29.8877,-60.287,284.09,75,10,3.13,AR,1683863200
534,birobidzhan,48.8,132.95,294.93,24,31,3.91,RU,1683863386
535,jambi city,-1.6,103.6167,305.49,60,34,1.25,ID,1683863386
536,barth,54.3635,12.7249,284.87,54,67,4.76,DE,1683863387
537,severo-yeniseyskiy,60.3725,93.0408,273.24,74,100,4.05,RU,1683863389
538,ndele,8.4109,20.6473,296.68,76,89,1.37,CF,1683863390
539,horodok,49.1637,26.5839,279.32,79,19,3.53,UA,1683863097
540,talghar,43.3044,77.2328,298.18,22,75,4.0,KZ,1683863391
541,sake,-1.5736,29.045,289.38,97,64,0.55,CD,1683863392
542,kolodeznyy,51.3333,39.1833,282.62,80,21,4.6,RU,1683863392
543,verkhov'ye,52.8119,37.2425,281.67,82,89,4.15,RU,1683863393
544,mugia,43.1041,-9.2179,286.02,80,70,6.69,ES,1683863395
545,carbonear,47.7332,-53.2148,277.27,72,39,2.49,CA,1683863395
546,geraldton,-28.7667,114.6,301.38,30,7,5.14,AU,1683863396
547,archangelos,36.2149,28.1149,290.54,79,100,8.27,GR,1683863398
548,altus,34.6381,-99.334,294.88,71,0,2.57,US,1683863398
549,kununurra,-15.7667,128.7333,301.14,20,34,7.2,AU,1683863399
550,amod,21.9833,72.9,309.9,21,0,3.66,IN,1683863400
551,puerto armuelles,8.2833,-82.8667,298.14,84,75,1.54,PA,1683863194
552,vilyuysk,63.7553,121.6247,280.46,36,1,2.36,RU,1683863401
553,zharkent,44.1628,80.0,300.02,14,100,3.13,KZ,1683863402
554,tofol,5.3248,163.0078,300.03,89,75,1.54,FM,1683863403
555,kayyerkan,69.3786,87.7439,259.43,84,92,8.1,RU,1683863405
556,kavieng,-2.5744,150.7967,301.36,75,86,1.54,PG,1683863406
557,al jawf,29.5,38.75,298.64,13,0,3.92,SA,1683863408
558,naciria,36.7463,3.8316,285.55,90,51,1.5,DZ,1683863409
